Date,Adj Close,Close,High,Low,Open,Volume
2008-12-31,42.165565490722656,57.540000915527344,57.91999816894531,56.68000030517578,57.22999954223633,4005800.0
2009-01-02,43.374698638916016,59.189998626708984,59.38999938964844,57.52000045776367,57.54999923706055,5313900.0
2009-01-05,42.869075775146484,58.5,59.09000015258789,58.11000061035156,58.790000915527344,3768800.0
2009-01-06,43.374698638916016,59.189998626708984,59.810001373291016,58.61000061035156,58.7400016784668,4966200.0
2009-01-07,42.553958892822266,58.06999969482422,58.959999084472656,57.58000183105469,58.61000061035156,4598100.0
2009-01-08,42.92769241333008,58.58000183105469,58.709999084472656,57.45000076293945,57.68000030517578,3944900.0
2009-01-09,42.31212615966797,57.7400016784668,59.0099983215332,57.56999969482422,58.79999923706055,3661000.0
2009-01-12,41.8284797668457,57.08000183105469,57.900001525878906,56.689998626708984,57.63999938964844,4182500.0
2009-01-13,41.220245361328125,56.25,57.29999923706055,55.709999084472656,56.849998474121094,4430100.0
2009-01-14,40.33355712890625,55.040000915527344,56.0,54.5,55.310001373291016,4520800.0
2009-01-15,40.42882537841797,55.16999816894531,55.7599983215332,54.290000915527344,55.08000183105469,4777400.0
2009-01-16,41.34482955932617,56.41999816894531,56.630001068115234,54.88999938964844,55.59000015258789,5621900.0
2009-01-20,39.5128173828125,53.91999816894531,56.599998474121094,53.849998474121094,56.41999816894531,5683600.0
2009-01-21,39.747314453125,54.2400016784668,54.79999923706055,52.75,54.61000061035156,5892800.0
2009-01-22,39.615421295166016,54.060001373291016,54.56999969482422,52.83000183105469,53.650001525878906,4788900.0
2009-01-23,38.76536560058594,52.900001525878906,53.66999816894531,52.310001373291016,53.0099983215332,5684800.0
2009-01-26,39.24901580810547,53.560001373291016,54.54999923706055,52.95000076293945,53.540000915527344,5185200.0
2009-01-27,39.56413269042969,53.9900016784668,54.5099983215332,53.22999954223633,53.75,4722700.0
2009-01-28,40.61201858520508,55.41999816894531,55.849998474121094,53.79999923706055,54.45000076293945,6105400.0
2009-01-29,41.44009780883789,56.54999923706055,57.709999084472656,55.029998779296875,55.630001068115234,8154300.0
2009-01-30,39.41756820678711,53.790000915527344,56.810001373291016,53.290000915527344,56.59000015258789,7620300.0
2009-02-02,37.09457015991211,50.619998931884766,53.02000045776367,50.15999984741211,52.790000915527344,9052900.0
2009-02-03,37.84202194213867,51.63999938964844,51.81999969482422,50.29999923706055,51.25,7715700.0
2009-02-04,37.25577926635742,50.84000015258789,52.45000076293945,50.61000061035156,51.90999984741211,4722400.0
2009-02-05,37.77606964111328,51.54999923706055,51.83000183105469,50.0099983215332,50.54999923706055,5291000.0
2009-02-06,38.39163589477539,52.38999938964844,52.91999816894531,51.400001525878906,51.630001068115234,5305900.0
2009-02-09,39.652061462402344,54.11000061035156,54.65999984741211,52.29999923706055,52.459999084472656,7146900.0
2009-02-10,37.43165969848633,51.08000183105469,54.11000061035156,50.779998779296875,53.86000061035156,6909600.0
2009-02-11,37.58553695678711,51.290000915527344,52.189998626708984,50.7599983215332,51.7599983215332,5847600.0
2009-02-12,36.61825180053711,49.970001220703125,50.560001373291016,48.63999938964844,50.45000076293945,8495400.0
2009-02-13,36.2152099609375,49.41999816894531,50.599998474121094,49.25,50.599998474121094,4810600.0
2009-02-17,34.74959945678711,47.41999816894531,48.93000030517578,47.20000076293945,48.93000030517578,8653800.0
2009-02-18,34.91996765136719,47.13999938964844,47.58000183105469,46.61000061035156,47.2599983215332,4963800.0
2009-02-19,34.868106842041016,47.06999969482422,48.040000915527344,46.58000183105469,46.58000183105469,5554600.0
2009-02-20,35.00144577026367,47.25,47.93000030517578,46.439998626708984,46.84000015258789,8729300.0
2009-02-23,33.63843536376953,45.40999984741211,47.59000015258789,45.36000061035156,47.560001373291016,6776500.0
2009-02-24,35.11256790161133,47.400001525878906,47.619998931884766,45.349998474121094,45.72999954223633,8260400.0
2009-02-25,34.52736282348633,46.61000061035156,47.45000076293945,46.029998779296875,47.04999923706055,8566600.0
2009-02-26,34.31993865966797,46.33000183105469,47.470001220703125,46.290000915527344,47.209999084472656,6426200.0
2009-02-27,33.67547607421875,45.459999084472656,46.369998931884766,45.16999816894531,45.650001525878906,6911300.0
2009-03-02,31.734642028808594,42.84000015258789,45.18000030517578,42.75,44.619998931884766,8116600.0
2009-03-03,31.94207191467285,43.119998931884766,43.97999954223633,42.70000076293945,43.16999816894531,9081400.0
2009-03-04,33.20137405395508,44.81999969482422,45.43000030517578,43.599998474121094,43.880001068115234,9040400.0
2009-03-05,31.490192413330078,42.5099983215332,44.029998779296875,42.040000915527344,43.529998779296875,8217600.0
2009-03-06,30.986474990844727,41.83000183105469,43.279998779296875,40.869998931884766,42.84000015258789,9174100.0
2009-03-09,31.164249420166016,42.06999969482422,42.45000076293945,41.20000076293945,41.310001373291016,7150100.0
2009-03-10,33.69770431518555,45.4900016784668,45.54999923706055,41.79999923706055,42.099998474121094,10699800.0
2009-03-11,34.66811752319336,46.79999923706055,47.16999816894531,44.869998931884766,44.869998931884766,8235400.0
